t, H, V, T, P
3.220e+00, -1.014960e+03,-1.117e+03, 3.804e+01, 0.000e+00
3.230e+00, -1.014960e+03,-1.117e+03, 3.783e+01, 0.000e+00
3.240e+00, -1.014960e+03,-1.117e+03, 3.772e+01, 0.000e+00
3.250e+00, -1.014960e+03,-1.116e+03, 3.769e+01, 0.000e+00
3.260e+00, -1.014960e+03,-1.117e+03, 3.772e+01, 0.000e+00
3.270e+00, -1.014960e+03,-1.117e+03, 3.782e+01, 0.000e+00
3.280e+00, -1.014960e+03,-1.117e+03, 3.796e+01, 0.000e+00
3.290e+00, -1.014960e+03,-1.118e+03, 3.812e+01, 0.000e+00
3.300e+00, -1.014960e+03,-1.118e+03, 3.831e+01, 0.000e+00
3.310e+00, -1.014961e+03,-1.119e+03, 3.850e+01, 0.000e+00
3.320e+00, -1.014961e+03,-1.119e+03, 3.870e+01, 0.000e+00
3.330e+00, -1.014961e+03,-1.120e+03, 3.891e+01, 0.000e+00
3.340e+00, -1.014961e+03,-1.120e+03, 3.911e+01, 0.000e+00
3.350e+00, -1.014961e+03,-1.121e+03, 3.931e+01, 0.000e+00
3.360e+00, -1.014961e+03,-1.121e+03, 3.951e+01, 0.000e+00
3.370e+00, -1.014961e+03,-1.122e+03, 3.969e+01, 0.000e+00
3.380e+00, -1.014961e+03,-1.122e+03, 3.986e+01, 0.000e+00
3.390e+00, -1.014961e+03,-1.123e+03, 4.002e+01, 0.000e+00
3.400e+00, -1.014961e+03,-1.123e+03, 4.016e+01, 0.000e+00
3.410e+00, -1.014960e+03,-1.123e+03, 4.028e+01, 0.000e+00
3.420e+00, -1.014960e+03,-1.124e+03, 4.039e+01, 0.000e+00
3.430e+00, -1.014960e+03,-1.124e+03, 4.050e+01, 0.000e+00
3.440e+00, -1.014960e+03,-1.124e+03, 4.059e+01, 0.000e+00
3.450e+00, -1.014960e+03,-1.124e+03, 4.068e+01, 0.000e+00
3.460e+00, -1.014960e+03,-1.125e+03, 4.077e+01, 0.000e+00
3.470e+00, -1.014960e+03,-1.125e+03, 4.085e+01, 0.000e+00
